	J	r_X	sigma_Lambda_over_Lambda	Tmax_over_tau_E	sigma_t	tau_rp	g_E	g_I	beta	K	ell
268	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	8.0	3.0	1.0	500.0	20.0
269	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	8.0	4.0	1.0	500.0	20.0
270	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	8.0	5.0	1.0	500.0	20.0
271	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	8.0	6.0	1.0	500.0	20.0
272	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	8.0	7.0	1.0	500.0	20.0
273	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	9.0	2.0	1.0	500.0	20.0
274	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	9.0	3.0	1.0	500.0	20.0
275	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	9.0	4.0	1.0	500.0	20.0
276	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	9.0	5.0	1.0	500.0	20.0
277	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	9.0	6.0	1.0	500.0	20.0
278	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	9.0	7.0	1.0	500.0	20.0
279	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	9.0	8.0	1.0	500.0	20.0
280	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	10.0	2.0	1.0	500.0	20.0
281	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	10.0	3.0	1.0	500.0	20.0
282	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	10.0	4.0	1.0	500.0	20.0
283	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	10.0	5.0	1.0	500.0	20.0
284	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	10.0	6.0	1.0	500.0	20.0
285	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	10.0	7.0	1.0	500.0	20.0
286	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	10.0	8.0	1.0	500.0	20.0
287	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	10.0	9.0	1.0	500.0	20.0
288	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	3.0	2.0	1.0	500.0	20.0
289	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	4.0	2.0	1.0	500.0	20.0
290	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	4.0	3.0	1.0	500.0	20.0
291	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	5.0	2.0	1.0	500.0	20.0
292	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	5.0	3.0	1.0	500.0	20.0
293	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	5.0	4.0	1.0	500.0	20.0
294	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	6.0	2.0	1.0	500.0	20.0
295	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	6.0	3.0	1.0	500.0	20.0
296	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	6.0	4.0	1.0	500.0	20.0
297	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	6.0	5.0	1.0	500.0	20.0
298	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	7.0	2.0	1.0	500.0	20.0
299	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	7.0	3.0	1.0	500.0	20.0
300	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	7.0	4.0	1.0	500.0	20.0
301	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	7.0	5.0	1.0	500.0	20.0
302	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	7.0	6.0	1.0	500.0	20.0
303	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	8.0	2.0	1.0	500.0	20.0
304	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	8.0	3.0	1.0	500.0	20.0
305	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	8.0	4.0	1.0	500.0	20.0
306	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	8.0	5.0	1.0	500.0	20.0
307	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	8.0	6.0	1.0	500.0	20.0
308	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	8.0	7.0	1.0	500.0	20.0
309	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	9.0	2.0	1.0	500.0	20.0
310	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	9.0	3.0	1.0	500.0	20.0
311	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	9.0	4.0	1.0	500.0	20.0
312	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	9.0	5.0	1.0	500.0	20.0
313	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	9.0	6.0	1.0	500.0	20.0
314	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	9.0	7.0	1.0	500.0	20.0
315	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	9.0	8.0	1.0	500.0	20.0
316	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	10.0	2.0	1.0	500.0	20.0
317	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	10.0	3.0	1.0	500.0	20.0
318	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	10.0	4.0	1.0	500.0	20.0
319	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	10.0	5.0	1.0	500.0	20.0
320	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	10.0	6.0	1.0	500.0	20.0
321	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	10.0	7.0	1.0	500.0	20.0
322	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	10.0	8.0	1.0	500.0	20.0
323	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	10.0	9.0	1.0	500.0	20.0
324	0.001	10.0	1.0	200.0	0.01	0.002	3.0	2.0	1.0	500.0	20.0
325	0.001	10.0	1.0	200.0	0.01	0.002	4.0	2.0	1.0	500.0	20.0
326	0.001	10.0	1.0	200.0	0.01	0.002	4.0	3.0	1.0	500.0	20.0
327	0.001	10.0	1.0	200.0	0.01	0.002	5.0	2.0	1.0	500.0	20.0
328	0.001	10.0	1.0	200.0	0.01	0.002	5.0	3.0	1.0	500.0	20.0
329	0.001	10.0	1.0	200.0	0.01	0.002	5.0	4.0	1.0	500.0	20.0
330	0.001	10.0	1.0	200.0	0.01	0.002	6.0	2.0	1.0	500.0	20.0
331	0.001	10.0	1.0	200.0	0.01	0.002	6.0	3.0	1.0	500.0	20.0
332	0.001	10.0	1.0	200.0	0.01	0.002	6.0	4.0	1.0	500.0	20.0
333	0.001	10.0	1.0	200.0	0.01	0.002	6.0	5.0	1.0	500.0	20.0
334	0.001	10.0	1.0	200.0	0.01	0.002	7.0	2.0	1.0	500.0	20.0
335	0.001	10.0	1.0	200.0	0.01	0.002	7.0	3.0	1.0	500.0	20.0
336	0.001	10.0	1.0	200.0	0.01	0.002	7.0	4.0	1.0	500.0	20.0
337	0.001	10.0	1.0	200.0	0.01	0.002	7.0	5.0	1.0	500.0	20.0
338	0.001	10.0	1.0	200.0	0.01	0.002	7.0	6.0	1.0	500.0	20.0
339	0.001	10.0	1.0	200.0	0.01	0.002	8.0	2.0	1.0	500.0	20.0
340	0.001	10.0	1.0	200.0	0.01	0.002	8.0	3.0	1.0	500.0	20.0
341	0.001	10.0	1.0	200.0	0.01	0.002	8.0	4.0	1.0	500.0	20.0
342	0.001	10.0	1.0	200.0	0.01	0.002	8.0	5.0	1.0	500.0	20.0
343	0.001	10.0	1.0	200.0	0.01	0.002	8.0	6.0	1.0	500.0	20.0
344	0.001	10.0	1.0	200.0	0.01	0.002	8.0	7.0	1.0	500.0	20.0
345	0.001	10.0	1.0	200.0	0.01	0.002	9.0	2.0	1.0	500.0	20.0
346	0.001	10.0	1.0	200.0	0.01	0.002	9.0	3.0	1.0	500.0	20.0
347	0.001	10.0	1.0	200.0	0.01	0.002	9.0	4.0	1.0	500.0	20.0
348	0.001	10.0	1.0	200.0	0.01	0.002	9.0	5.0	1.0	500.0	20.0
349	0.001	10.0	1.0	200.0	0.01	0.002	9.0	6.0	1.0	500.0	20.0
350	0.001	10.0	1.0	200.0	0.01	0.002	9.0	7.0	1.0	500.0	20.0
351	0.001	10.0	1.0	200.0	0.01	0.002	9.0	8.0	1.0	500.0	20.0
352	0.001	10.0	1.0	200.0	0.01	0.002	10.0	2.0	1.0	500.0	20.0
353	0.001	10.0	1.0	200.0	0.01	0.002	10.0	3.0	1.0	500.0	20.0
354	0.001	10.0	1.0	200.0	0.01	0.002	10.0	4.0	1.0	500.0	20.0
355	0.001	10.0	1.0	200.0	0.01	0.002	10.0	5.0	1.0	500.0	20.0
356	0.001	10.0	1.0	200.0	0.01	0.002	10.0	6.0	1.0	500.0	20.0
357	0.001	10.0	1.0	200.0	0.01	0.002	10.0	7.0	1.0	500.0	20.0
358	0.001	10.0	1.0	200.0	0.01	0.002	10.0	8.0	1.0	500.0	20.0
359	0.001	10.0	1.0	200.0	0.01	0.002	10.0	9.0	1.0	500.0	20.0
360	1e-05	10.0	1.0	200.0	0.01	0.002	3.0	2.0	1.0	500.0	20.0
361	1e-05	10.0	1.0	200.0	0.01	0.002	4.0	2.0	1.0	500.0	20.0
362	1e-05	10.0	1.0	200.0	0.01	0.002	4.0	3.0	1.0	500.0	20.0
363	1e-05	10.0	1.0	200.0	0.01	0.002	5.0	2.0	1.0	500.0	20.0
364	1e-05	10.0	1.0	200.0	0.01	0.002	5.0	3.0	1.0	500.0	20.0
365	1e-05	10.0	1.0	200.0	0.01	0.002	5.0	4.0	1.0	500.0	20.0
366	1e-05	10.0	1.0	200.0	0.01	0.002	6.0	2.0	1.0	500.0	20.0
367	1e-05	10.0	1.0	200.0	0.01	0.002	6.0	3.0	1.0	500.0	20.0
368	1e-05	10.0	1.0	200.0	0.01	0.002	6.0	4.0	1.0	500.0	20.0
369	1e-05	10.0	1.0	200.0	0.01	0.002	6.0	5.0	1.0	500.0	20.0
370	1e-05	10.0	1.0	200.0	0.01	0.002	7.0	2.0	1.0	500.0	20.0
371	1e-05	10.0	1.0	200.0	0.01	0.002	7.0	3.0	1.0	500.0	20.0
372	1e-05	10.0	1.0	200.0	0.01	0.002	7.0	4.0	1.0	500.0	20.0
373	1e-05	10.0	1.0	200.0	0.01	0.002	7.0	5.0	1.0	500.0	20.0
374	1e-05	10.0	1.0	200.0	0.01	0.002	7.0	6.0	1.0	500.0	20.0
375	1e-05	10.0	1.0	200.0	0.01	0.002	8.0	2.0	1.0	500.0	20.0
376	1e-05	10.0	1.0	200.0	0.01	0.002	8.0	3.0	1.0	500.0	20.0
377	1e-05	10.0	1.0	200.0	0.01	0.002	8.0	4.0	1.0	500.0	20.0
378	1e-05	10.0	1.0	200.0	0.01	0.002	8.0	5.0	1.0	500.0	20.0
379	1e-05	10.0	1.0	200.0	0.01	0.002	8.0	6.0	1.0	500.0	20.0
380	1e-05	10.0	1.0	200.0	0.01	0.002	8.0	7.0	1.0	500.0	20.0
381	1e-05	10.0	1.0	200.0	0.01	0.002	9.0	2.0	1.0	500.0	20.0
382	1e-05	10.0	1.0	200.0	0.01	0.002	9.0	3.0	1.0	500.0	20.0
383	1e-05	10.0	1.0	200.0	0.01	0.002	9.0	4.0	1.0	500.0	20.0
384	1e-05	10.0	1.0	200.0	0.01	0.002	9.0	5.0	1.0	500.0	20.0
385	1e-05	10.0	1.0	200.0	0.01	0.002	9.0	6.0	1.0	500.0	20.0
386	1e-05	10.0	1.0	200.0	0.01	0.002	9.0	7.0	1.0	500.0	20.0
387	1e-05	10.0	1.0	200.0	0.01	0.002	9.0	8.0	1.0	500.0	20.0
388	1e-05	10.0	1.0	200.0	0.01	0.002	10.0	2.0	1.0	500.0	20.0
389	1e-05	10.0	1.0	200.0	0.01	0.002	10.0	3.0	1.0	500.0	20.0
390	1e-05	10.0	1.0	200.0	0.01	0.002	10.0	4.0	1.0	500.0	20.0
391	1e-05	10.0	1.0	200.0	0.01	0.002	10.0	5.0	1.0	500.0	20.0
392	1e-05	10.0	1.0	200.0	0.01	0.002	10.0	6.0	1.0	500.0	20.0
393	1e-05	10.0	1.0	200.0	0.01	0.002	10.0	7.0	1.0	500.0	20.0
394	1e-05	10.0	1.0	200.0	0.01	0.002	10.0	8.0	1.0	500.0	20.0
395	1e-05	10.0	1.0	200.0	0.01	0.002	10.0	9.0	1.0	500.0	20.0
396	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	3.0	2.0	1.0	500.0	20.0
397	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	4.0	2.0	1.0	500.0	20.0
398	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	4.0	3.0	1.0	500.0	20.0
399	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	5.0	2.0	1.0	500.0	20.0
400	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	5.0	3.0	1.0	500.0	20.0
401	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	5.0	4.0	1.0	500.0	20.0
402	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	6.0	2.0	1.0	500.0	20.0
403	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	6.0	3.0	1.0	500.0	20.0
404	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	6.0	4.0	1.0	500.0	20.0
405	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	6.0	5.0	1.0	500.0	20.0
406	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	7.0	2.0	1.0	500.0	20.0
407	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	7.0	3.0	1.0	500.0	20.0
408	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	7.0	4.0	1.0	500.0	20.0
409	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	7.0	5.0	1.0	500.0	20.0
410	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	7.0	6.0	1.0	500.0	20.0
411	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	8.0	2.0	1.0	500.0	20.0
412	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	8.0	3.0	1.0	500.0	20.0
413	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	8.0	4.0	1.0	500.0	20.0
414	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	8.0	5.0	1.0	500.0	20.0
415	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	8.0	6.0	1.0	500.0	20.0
416	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	8.0	7.0	1.0	500.0	20.0
417	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	9.0	2.0	1.0	500.0	20.0
418	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	9.0	3.0	1.0	500.0	20.0
419	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	9.0	4.0	1.0	500.0	20.0
420	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	9.0	5.0	1.0	500.0	20.0
421	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	9.0	6.0	1.0	500.0	20.0
422	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	9.0	7.0	1.0	500.0	20.0
423	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	9.0	8.0	1.0	500.0	20.0
424	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	10.0	2.0	1.0	500.0	20.0
425	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	10.0	3.0	1.0	500.0	20.0
426	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	10.0	4.0	1.0	500.0	20.0
427	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	10.0	5.0	1.0	500.0	20.0
428	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	10.0	6.0	1.0	500.0	20.0
429	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	10.0	7.0	1.0	500.0	20.0
430	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	10.0	8.0	1.0	500.0	20.0
431	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	10.0	9.0	1.0	500.0	20.0
432	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	3.0	2.0	1.0	500.0	20.0
433	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	4.0	2.0	1.0	500.0	20.0
434	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	4.0	3.0	1.0	500.0	20.0
435	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	5.0	2.0	1.0	500.0	20.0
436	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	5.0	3.0	1.0	500.0	20.0
437	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	5.0	4.0	1.0	500.0	20.0
438	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	6.0	2.0	1.0	500.0	20.0
439	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	6.0	3.0	1.0	500.0	20.0
440	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	6.0	4.0	1.0	500.0	20.0
441	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	6.0	5.0	1.0	500.0	20.0
442	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	7.0	2.0	1.0	500.0	20.0
443	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	7.0	3.0	1.0	500.0	20.0
444	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	7.0	4.0	1.0	500.0	20.0
445	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	7.0	5.0	1.0	500.0	20.0
446	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	7.0	6.0	1.0	500.0	20.0
447	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	8.0	2.0	1.0	500.0	20.0
448	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	8.0	3.0	1.0	500.0	20.0
449	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	8.0	4.0	1.0	500.0	20.0
450	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	8.0	5.0	1.0	500.0	20.0
451	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	8.0	6.0	1.0	500.0	20.0
452	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	8.0	7.0	1.0	500.0	20.0
453	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	9.0	2.0	1.0	500.0	20.0
454	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	9.0	3.0	1.0	500.0	20.0
455	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	9.0	4.0	1.0	500.0	20.0
456	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	9.0	5.0	1.0	500.0	20.0
457	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	9.0	6.0	1.0	500.0	20.0
458	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	9.0	7.0	1.0	500.0	20.0
459	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	9.0	8.0	1.0	500.0	20.0
460	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	10.0	2.0	1.0	500.0	20.0
461	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	10.0	3.0	1.0	500.0	20.0
462	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	10.0	4.0	1.0	500.0	20.0
463	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	10.0	5.0	1.0	500.0	20.0
464	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	10.0	6.0	1.0	500.0	20.0
465	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	10.0	7.0	1.0	500.0	20.0
466	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	10.0	8.0	1.0	500.0	20.0
467	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	10.0	9.0	1.0	500.0	20.0
468	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	3.0	2.0	1.0	500.0	20.0
469	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	4.0	2.0	1.0	500.0	20.0
470	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	4.0	3.0	1.0	500.0	20.0
471	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	5.0	2.0	1.0	500.0	20.0
472	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	5.0	3.0	1.0	500.0	20.0
473	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	5.0	4.0	1.0	500.0	20.0
474	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	6.0	2.0	1.0	500.0	20.0
475	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	6.0	3.0	1.0	500.0	20.0
476	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	6.0	4.0	1.0	500.0	20.0
477	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	6.0	5.0	1.0	500.0	20.0
478	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	7.0	2.0	1.0	500.0	20.0
479	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	7.0	3.0	1.0	500.0	20.0
480	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	7.0	4.0	1.0	500.0	20.0
481	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	7.0	5.0	1.0	500.0	20.0
482	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	7.0	6.0	1.0	500.0	20.0
483	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	8.0	2.0	1.0	500.0	20.0
484	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	8.0	3.0	1.0	500.0	20.0
485	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	8.0	4.0	1.0	500.0	20.0
486	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	8.0	5.0	1.0	500.0	20.0
487	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	8.0	6.0	1.0	500.0	20.0
488	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	8.0	7.0	1.0	500.0	20.0
489	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	9.0	2.0	1.0	500.0	20.0
490	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	9.0	3.0	1.0	500.0	20.0
491	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	9.0	4.0	1.0	500.0	20.0
492	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	9.0	5.0	1.0	500.0	20.0
493	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	9.0	6.0	1.0	500.0	20.0
494	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	9.0	7.0	1.0	500.0	20.0
495	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	9.0	8.0	1.0	500.0	20.0
496	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	10.0	2.0	1.0	500.0	20.0
497	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	10.0	3.0	1.0	500.0	20.0
498	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	10.0	4.0	1.0	500.0	20.0
499	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	10.0	5.0	1.0	500.0	20.0
500	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	10.0	6.0	1.0	500.0	20.0
501	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	10.0	7.0	1.0	500.0	20.0
502	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	10.0	8.0	1.0	500.0	20.0
503	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	10.0	9.0	1.0	500.0	20.0
504	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	3.0	2.0	1.0	500.0	20.0
505	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	4.0	2.0	1.0	500.0	20.0
506	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	4.0	3.0	1.0	500.0	20.0
507	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	5.0	2.0	1.0	500.0	20.0
508	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	5.0	3.0	1.0	500.0	20.0
509	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	5.0	4.0	1.0	500.0	20.0
510	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	6.0	2.0	1.0	500.0	20.0
511	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	6.0	3.0	1.0	500.0	20.0
512	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	6.0	4.0	1.0	500.0	20.0
513	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	6.0	5.0	1.0	500.0	20.0
514	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	7.0	2.0	1.0	500.0	20.0
515	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	7.0	3.0	1.0	500.0	20.0
516	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	7.0	4.0	1.0	500.0	20.0
517	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	7.0	5.0	1.0	500.0	20.0
518	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	7.0	6.0	1.0	500.0	20.0
519	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	8.0	2.0	1.0	500.0	20.0
520	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	8.0	3.0	1.0	500.0	20.0
521	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	8.0	4.0	1.0	500.0	20.0
522	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	8.0	5.0	1.0	500.0	20.0
523	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	8.0	6.0	1.0	500.0	20.0
524	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	8.0	7.0	1.0	500.0	20.0
525	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	9.0	2.0	1.0	500.0	20.0
526	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	9.0	3.0	1.0	500.0	20.0
527	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	9.0	4.0	1.0	500.0	20.0
528	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	9.0	5.0	1.0	500.0	20.0
529	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	9.0	6.0	1.0	500.0	20.0
530	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	9.0	7.0	1.0	500.0	20.0
531	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	9.0	8.0	1.0	500.0	20.0
532	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	10.0	2.0	1.0	500.0	20.0
533	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	10.0	3.0	1.0	500.0	20.0
534	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	10.0	4.0	1.0	500.0	20.0
535	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	10.0	5.0	1.0	500.0	20.0
536	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	10.0	6.0	1.0	500.0	20.0
537	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	10.0	7.0	1.0	500.0	20.0
538	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	10.0	8.0	1.0	500.0	20.0
539	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	10.0	9.0	1.0	500.0	20.0
